ID;categorie;titres;liens_images;année;durée;score_recommendation;age_conseillé;description;prévention;mise_en_avant_supplémentaire;réalisation;distribution;scénariste;genres;avertissement_programme;recommendations;nombre_occurrence;netflix_original
80216665;À regarder en un week-end;Rhythm + Flow;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABT0WNcYrdZ3iTzGLOtqUiyMZ4rdecVZDNtuLX0ZlwRE9-lMBFlO9RMki0fFnTKL2AwKEJzQieqpO-JKOifMSWhK9qBYh2H19ophr6rHwW7e7s2aGiA_ol3L31UgeC-BUH7wS.jpg?r=708;2019;10 Épisodes;;13+;"Dans cette émission de concours musical, les juges Tip ""T.I."" Harris, Cardi B et Chance the Rapper partent dénicher la prochaine superstar du rap... dans la rue !";;0;;Cardi B,Chance The Rapper,T.I.;;Musique,Téléréalité avec concours,Hip-hop,Téléréalité,Séries US;Émotion;81196469,81013626,81426972,81587446,81598495,81350804,81024999,81046796,81286686,70187741,80202829,81026300,81057855,81310218,81238721,81075536,81326202,80223108,80141782,81094767,80241027,81032737,81490766,80160037,81127121;1;True
80216752;Pour se détendre;En bref;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABWfXGlJ4nySVD_B7RYlti5qt6MensIpauEAQyKYWUMLEOEgY6H7dJ-IaZb8v354OZA8FO0Kl0aE5_PfCzE7ZsyoXslI6_2OkUrUH7NEKsIwl6sOS_G8hfL5Maox3jH4zg3_M.jpg?r=1ae;2021;3 Saisons;;13+;De la flambée de la cryptomonnaie à l'échec des régimes alimentaires en passant par la folie de la K-pop, cette série signée Vox décrypte des thèmes captivants.;;0;;;;Émissions sciences et nature,Docus sciences et nature,Séries documentaires,Docus société et culture,Séries US;Enquête;81254340,81410436,81116168,81387962,81280926,81380540,81139212,81447086,80989772,81243961,81123425,80049832,81328829,81328827,81014547,80215997,80174177,81273453,81312877,81211003,81074662,81254224,80229847;1;True
80217517;Mondes épiques;La Cité invisible;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABb22swKtVSDpCVwtZBG8zes8V-IDOmFEDJz1TIwZQPw25UNiT0fSmAW2vKF0PWBCBwZ-GuUFr8qUYj47q3TB2-z-Mw0sxfZX0VwyGhsqsL4S6xuczeYHFDjQ2oz8GrCu583A.jpg?r=4c4;2023;2 Saisons;;13+;Après une tragédie familiale, un homme découvre que des créatures mythiques vivent parmi les humains et détiennent la clé des mystères de son passé.;;0;;Marco Pigossi,Manu Dieguez,Alessandra Negrini,Letícia Spiller,Simone Spoladore,Zahy Tentehar,Kay Sara,Julia Konrad,Rodrigo dos Santos,Tatsu Carvalho,Marcos de Andrade,Tomás de França,Mestre Sebá,Ermelinda Yepario,Fábio Lago,Jéssica Córes,Jimmy London,Wesley Guimarães,Áurea Maranhão,Thaia Perez,José Dumont,Tainá Medina,Rafael Sieg,Samuel de Assis,Victor Sparapane;;Brésilien,Séries fantastiques;À énigmes;80232926,80234520,81603171,81495803,81116060,80238357,80196382,80222934,80170280,80992263,81258637,80218885,80241239,81150303,81314936,80236319,81140933,81576814,80220679,81397077,60020686,80191239,81221380,80084447,81068755,81317562;2;True
80217669;Séries internationales|Séries dramatiques;Top Boy;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABZIBBR7oynkiPyAuy1yxwbupZ2_C5gGGR-IJXda-q21670ZvLjLJOQ2GBUlFu2md97suJM_WYwGMw8cYXlim_F1OB8obfA4bA0q_LlrXk_gC4FvzBoe237KXybQbX8RGev68.jpg?r=e66;2022;2 Saisons;Recommandé à 86 %;16+;De retour dans les rues de Londres, deux dealers assoiffés de pouvoir et d'argent doivent faire face à un jeune et impitoyable escroc.;violence, drogue;3;;Ashley Walters,Kane Robinson,Micheal Ward,Simbiatu Ajikawo,Shone Romulus,Jasmine Jobson,Lisa Dwan,Kadeem Ramsay,Hope Ikpoku Jr.,Araloyin Oshunremi,David Omoregie,Keiyon Cook,Jolade Obasola,NoLay;;Séries dramatiques,Britannique;Émotion;81093101,81034012,81128450,70143836,80210920,81495803,81312828,81289069,81178339,60020749,60024922,80226923,80096984,80216302,81135138,81576814,80177416,81121351,328438,81286570,80025172,80198859,80041415,81317562,80002479;3;True
80217779;Films et séries en français;Marianne;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABfM2tYGnBo17FvzJ7hGmmtfWMexx4dg8iLQ0PLJjtY9o6OYUwmeZbCBpdM4S1vj6Eb4OUV-b9Sz4KOKJvFBCOZXdt11U8rd-vchPX2ZHAIlhJHQpHozjWOrPOesdySLi5jeZ.jpg?r=496;2019;8 Épisodes;;16+;De retour dans sa ville natale, une célèbre écrivaine de livres d'horreur découvre que l'esprit malin qui hante ses rêves sème désormais la désolation dans le monde réel.;violence, suicide;0;;Victoire Du Bois,Lucie Boujenah,Tiphaine Daviot,Ralph Amoussou,Bellamine Abdelmalek,Mehdi Meskar,Alban Lenoir,Mireille Herbstmeyer,Corinne Valancogne,Patrick d'Assumçao,Pierre Aussedat;;Français,Séries d'épouvante;À énigmes,Effrayant;81037850,80135414,81046216,81019792,81183718,80210361,81152779,81495803,70099609,81083626,81483306,80106763,80241472,80213445,81519233,80219131,80209229,81112336,80233020,80189221,80195378,80222802,81068755,81059942,81237854,80991313;1;True
80217818;Inspiré de crimes réels|Séries documentaires|Séries policières|Documentaires;Disparitions : La course contre la montre;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABQET3AM8KFRM2SjpbMQFOhxZdg9QhdSPa2VBHiQAOzOkc5Gwx1M4jQkX1b1Adj2hbqnIu3KzcUuTV6ZK85ADUksYXWxIB51rw-_-MsAYH33My1LpxgermkhVYKJW3E-6LC2_.jpg?r=142;2023;4 Épisodes;;13+;Suivez les efforts d'un shérif de Caroline du Sud et de son équipe pour retrouver des personnes disparues dans des circonstances troublantes.;;0;;;;Séries policières,Séries documentaires,Séries US,Documentaires inspirés de crimes réels;Enquête;81231181,81311783,81313519,81350804,81000864,81580822,81380540,81555750,81212487,81230204,81307163,81244037,81300060,81130576,81512108,81288561,81264650,81216491,81087537,81026055,81519789,80991050,81130130,81062828,81463700,81456532;5;True
80218200;Séries de SF et d'horreur|Séries saluées par la critique;Titans;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABaFG0cXC2wq4EVKjLzHHQQ1fMedEAKc1g0A3r1MyKXsaqZJHuXILT53u4LGRBPGlon0oAX0h1sofdS_VEP2QHFHmQwzfabBsm2fPYNs781Le3VnQr6drbO7llW23SG0bUS4P.jpg?r=815;2021;3 Saisons;Recommandé à 85 %;16+;Alors qu'il fait cavalier seul, Dick Grayson, l'ancien partenaire de Batman, fait la connaissance de plusieurs jeunes héros ayant désespérément besoin d'un mentor.;violence;3;;Brenton Thwaites,Anna Diop,Teagan Croft,Ryan Potter,Curran Walters,Conor Leslie,Minka Kelly,Alan Ritchson,Esai Morales,Chelsea Zhang,Joshua Orpin;;Séries SF,Séries d'action et d'aventure,Séries US,Séries inspirées de B.D.;Sombre;70208599,80103408,80244953,80187362,80133543,80091595,80210920,80189685,80066080,80237937,80170280,81258637,80117803,81576597,81397077,81004278,80166369,81073022,80027042,81195027,80065386,70021642,80084447,80178687,80186863,81252707;3;True
80218448;Films et séries allemands;How to Sell Drugs Online (Fast);occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABSWFpRmK4o58aeA_k-GDSrNvFqLkZ25wOgpZOgg0-iJiJXKCb_QdqAqYKnNyYi8JFwiWt22AJBbarX5q2kcskQ55mc0YMJzoDA-Cm3f5oox2NmHnROtMt8Yn_7Z6SZSWnlEr.jpg?r=c28;2021;3 Saisons;;16+;Pour reconquérir son ex, un ado fou d'informatique se met à vendre de l'ecstasy en ligne, et devient l'un des plus gros dealers d'Europe... sans quitter sa chambre.;violence, drogue;0;;Maximilian Mundt,Danilo Kamperidis,Lena Klenke,Damian Hardung,Lena Urzendowsky,Leonie Wesselow,Luna Schaller,Bjarne Mädel,Amely Trinks,Roland Riebeling,Maren Kroymann,Michael Ostrowski,Michael Schertenleib,Markoesa Hamer,Hannah van Lunteren,Ruben Brinkman,Langston Uibel,Florentin Will,Bastian Reiber,Felix Goeser;;Allemand,Séries pour ados,Séries comiques;Insolite;70132721,70143836,80197462,80133311,80117809,80179190,81495803,80244781,80244296,81389612,81459931,80175722,81249731,70195800,81021245,80177342,81446305,80117470,81324724,80117540,70140438,80197526,81342553,81580024,80002479;1;True
80218455;Blockbusters;Pinocchio par Guillermo del Toro;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABQp4Om2M9tbbBuupfbgRETyzpx86HLAH_wfv_QIumKlT7DZAZXLI-2P-RmAHGWZ6hBiFAqMQbPBKDZlzFLq_eKnVJdUap4ILZpVCh7A-bBzW3ZU8YpoWPht54xb947Eh1_av.jpg?r=8c9;2022;1 h 56 min;;10+;Dans cette superbe épopée musicale en stop-motion, le cinéaste primé aux Oscars Guillermo del Toro revisite le conte de la célèbre marionnette en bois qui prend vie.;violence, thèmes délicats;0;Guillermo del Toro,Mark Gustafson;Ewan McGregor,David Bradley,Gregory Mann,Christoph Waltz,Tilda Swinton,Burn Gorman,Ron Perlman,John Turturro,Finn Wolfhard,Cate Blanchett,Tim Blake Nelson;;Films pour la famille,Aventures en famille,Films inspirés de livres,Films d'animation;Sombre,Émotion;600346,80234520,80178603,80187362,80133543,81220825,70033005,81245455,80218885,81028225,81231974,70047102,80049939,70243449,70103626,81161789,80231433,80993016,70044595,81018682,80214236,70305899,60020686,60034386,80993105,60034572;1;True
80218885;Pépites pour vous|Blockbusters|Mondes épiques;L'École du Bien et du Mal;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABR-Wm_8Ehni7Kcn9hIRdvYwOZniGwt4Yjok6Ug3mkiNwCip1JcqwvdQuaIU4ujSZAsN2OVSNYc-3_pnZ2CF2IiMiEJruW8eRahsqT3276wQzsp7-UVFqLNo92ZoMmhHUQqqu.jpg?r=513;2022;2 h 29 min;Recommandé à 69 %;13+;Inséparables, Sophie et Agatha voient leur amitié mise à rude épreuve quand elles sont expédiées dans une école enchantée formant héros et méchants de contes de fées.;;0;Paul Feig;Sophia Anne Caruso,Sofia Wylie,Charlize Theron,Kerry Washington,Laurence Fishburne,Michelle Yeoh,Jamie Flatters,Kit Young,Peter Serafinowicz,Rob Delaney,Mark Heap,Patti LuPone,Rachel Bloom;David Magee,Paul Feig;Films pour la famille,Films pour ados;Décalé;81335124,80133543,81043660,81220825,81156676,81002270,80992263,80170280,81245455,81258637,81231974,80241239,70178621,81150303,80130521,80049939,80220679,81012821,80231433,80993016,70119441,70305899,60020686,80084447,80223989,80993105;3;True
80220207;Inspiré de crimes réels|À regarder en un week-end;L'affaire Gabriel Fernandez;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABSQQ121X7BoOoUV1YXoTNgOEuqKqb3H3zV-J9vn3jB3o3zV8jLWsEnKCk6hZTT7mbIqdmkWzhd3kWIuv_rW-w4W6ZX0FNFyAweIW1H9amj-tzGZOfn3dtObOphyMklwEQpw3.jpg?r=f24;2020;Mini-série;;16+;Le meurtre brutal d'un garçon et le procès de ses parents ainsi que des services sociaux remettent en question la protection des plus vulnérables par le système.;;0;;;;Séries documentaires,Docus société et culture,Séries US,Documentaires inspirés de crimes réels;Enquête,Émotion;81313519,81000864,80217818,80202347,81460514,81580822,81380540,81555750,81212487,81300060,81031373,81512108,81025701,81288561,81264650,81074065,80202283,81298614,81519789,80991050,81290894,81436777,81130130,81062828,81183727,80194956;2;True
80220426;Thrillers d'action;Black Crab;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABb43tU0W5g7FOrQxdb0_Hj03s9dwDjrLJ5yB1MqBlxUyc6hzL4yQhPSVbQ51X2QlWQ-KxtvHSQrDc3EW6yWDPeL8zVF4856N7i4xHNeu8xg9pauwXS-LXQqmiyDUxvy0DN3Z.jpg?r=c13;2022;1 h 54 min;;16+;Pour mettre fin à une guerre apocalyptique et sauver sa fille, une militaire accepte une mission désespérée : transporter une cargaison secrète à travers une mer gelée.;violence;0;Adam Berg;Noomi Rapace,Jakob Oftebro,Erik Enge,Dar Salim,Ardalan Esmaili,Aliette Opheim,David Dencik;Adam Berg,Pelle Rådström;Suédois,Films sur l'armée,Films inspirés de livres,Films d'action;Sombre;80041653,80240371,80133543,80210920,81280035,81198448,81058695,81160697,81410784,81576597,70305907,70266110,80192187,80118916,80178280,80207371,81319170,81279324,81161372,80067930,81073022,81557402,81388316,81166791,60026139,81041495;1;True
80220541;Ça devrait vous plaire;Poursuis tes rêves;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABa4yDjedpM_uIPv2xN_RbjGCWyKsJO6AWOqSupSNzfb4EMhz_TvAGUjkzzT9nxez_SO63xz2NLlFz96O8fiZgSM4gHnFNv8aD9uh0jIoaMf-0IejD0zle261-Scv6RSUHYH-.jpg?r=7ba;2019;2 Saisons;Recommandé à 92 %;TOUS PUBLICS;La charismatique Mia décroche une bourse dans une prestigieuse académie artistique où elle se fait de nouveaux amis, mais doit affronter la fille du directeur.;;0;;Pilar Pascual,José Gimenez Zapiola,Renata Toscano,Santiago Saez,Paulo Sanchez Lima,Axel Muñiz,Carmela Barsamian,Paulo Sánchez Lima,Majo Cardozo,Majo Chicar,Laura Azcurra,Gastón Ricaud,Simón Hempe,Daniel Rosado,Manuel Ramos,Bautista Lena,Antonella Carabelli,Carolina Domenech,Nicole Luis,Ana Paula Pérez,Sofia Morandi,Agustina Mindlin;;Pour enfants,Argentin,Séries pour ados,Grandir en musique;Attachant;80187107,80095435,80058852,81011712,81289456,70281343,80174285,81616116,81354629,80230534,80244332,80220644,80996811,81068916,80994277,70180051,81005407,80190146,81475311,81422413,81209537,80245601,80134695,80994878,81108479;1;True
80220679;Films et séries jeunesse|Pépites pour vous;Destin : La saga Winx;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABVEIRQwdLsI51zlUEWAaOzbODYi8Fy1FhKP9cvlJX9AU0pDSAKyRnMgcNfNr058gzs9C0knVv9P4VWr2wiPmJ_xiUXcxJy0sfKwekQH34qwg1vlBHUd8OfZAuLpckvCmtzQX.jpg?r=ab7;2022;2 Saisons;Recommandé à 83 %;16+;À Alféa, un internat magique, des amies déterminées à maîtriser leurs pouvoirs poursuivent leurs études sur le surnaturel tout en découvrant les rivalités et l'amour.;violence;0;;Abigail Cowen,Hannah Van Der Westhuysen,Precious Mustapha,Eliot Salt,Elisha Applebaum,Danny Griffin,Sadie Soverall,Paulina Chávez,Freddie Thorp,Rob James-Collier,Theo Graham,Eve Best,Lesley Sharp,Miranda Richardson,Éanna Hardwicke,Brandon Grace,Jacob Dudman,Ken Duken,Alex Macqueen;;Britannique,Séries pour ados,Séries fantastiques;Sombre,Émotion;81335124,80189685,81116060,81043660,80221644,80238357,80196382,81156676,80218885,81258637,80241239,81231974,81476183,80117803,81150303,80232398,80199393,80236319,81140933,81324724,81213653,80084447,80223989,80057918,81221380,81351074;2;True
80220816;Séries surnaturelles;Jinn;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABT_TjMHaJdQD_vjPMmTGjTMSZoiKf_WHF2ynfw3JvbDrDVwu-dw8grR8U5ZNUKmkdgGP0orp19tYj6ELro_KjF2gFp1mCylAlIlfA2ylN33iecXY5HuRbcjOXylNvCr4MTfs.jpg?r=3b9;2019;5 Épisodes;;13+;Lors d'une sortie scolaire à Pétra, un bon djinn et un djinn malfaisant s'introduisent dans l'univers des humains, transformant un lycée en champ de bataille surnaturel.;;0;;Salma Malhas,Sultan Alkhail,Hamzeh Okab,Aysha Shahaltough,Zaid Zoubi,Ban Halaweh,Yasser Al Hadi;;Séries du Moyen-Orient,Jordanien,Séries pour ados,Thrillers TV,Séries fantastiques;Suspense;80214886,80210920,80025744,80241581,81116060,81495803,80993062,80238357,80196382,81258637,80241239,81483306,81476183,80236319,81354934,80189829,80220679,81397077,81508378,81324724,80241539,81213653,81034661,80084447,81221380,81068755;1;True
80221908;Drames;A Star Is Born;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABaxEUz_f1HKMrCiOaLWaDzXT9ypTvgeJgoq71A8mILfpUKyk-oroHl4lqfQduYU7Yf4zTkq9WB3F5u5RtzTf3TPrhTH4jUl_idM.webp?r=930;2018;2 h 15 min;Recommandé à 65 %;16+;Une jeune chanteuse tombe follement amoureuse d'un musicien chevronné. Alors qu'elle connaît un succès fulgurant, son mentor sombre peu à peu dans une spirale tragique.;drogue, suicide, automutilation;0;Bradley Cooper;Bradley Cooper,Lady Gaga,Sam Elliott,Dave Chappelle,Andrew Dice Clay,Eddie Griffin,Bonnie Somerville,Greg Grunberg,Michael Harney,Willam Belli,Rafi Gavron,Rebecca Field,Michael D. Roberts,Gabe Fazio;Bradley Cooper,Eric Roth,Will Fetters;Musique,Drames,Films romantiques,Drames primés;Intimiste,Émotion,Romantique;445386,80169498,70130445,81041317,880640,70104313,80075010,60024922,70178624,81290742,81476183,81450757,80057784,693960,70103759,60024942,70167068,81140933,81043665,80223779,81435805,17405997,70295080,70119811,81388078,81092221;1;False
80222157;Inspiré de crimes réels|Films et séries en français|Documentaires;Grégory;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABcCc5j14Q4R3IsVnC7ylDQhQVZMojGBEliU9YnmHiYN2fFusMfJULZwQkBdXpuKoGAJ6aGUm9J75oIOOEAfa64EAt6jC5xqX_rw3T_oCwlFk8BcPJ0m0_orVYfgDQGTUL6sB.jpg?r=9f9;2019;Mini-série;;16+;Lorsque son petit garçon de 4 ans est assassiné, un jeune couple se lance dans une bataille ardue et compliquée pour identifier le meurtrier.;automutilation;0;;;;Français,Séries documentaires,Documentaires inspirés de crimes réels;Enquête,Sombre;80220207,81006684,81313519,80217818,81097791,81580822,81380540,81353946,81212487,81168281,81307163,81300060,81512108,81264650,81026055,81040563,81519789,80187030,81298614,80213588,81306172,81436777,81130130,81094755,80194956,80190097;3;False
80222720;Séries surnaturelles;Vampires;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABaVGQ-PoGBRcTUivz638sTiVEYkX8P1IXvTY5YVdruyv2TK4mMozVAFJVYc3e2jGpu9zhe-YHgYgCGd1nblkKz3Z6nOHaDmtO3hlMfWtHWZOSefN-3v2Rl-hjTtwe-PHCCNA.jpg?r=7db;2020;6 Épisodes;;16+;À Paris, une adolescente mi-humaine mi-vampire aux prises avec ses nouveaux pouvoirs et ses problèmes familiaux est poursuivie par de mystérieux vampires.;violence, violence sexuelle;0;;Oulaya Amamra,Suzanne Clément,Kate Moran,Mounir Amamra,Aliocha Schneider,Juliette Cardinski,Pierre Lottin,Dylan Robert,Bilel Chegrani,Antonia Buresi,Marilu Marini,Ayumi Roux;;Français,Séries inspirées de livres,Séries pour ados,Séries d'épouvante,Séries fantastiques;Effrayant;;1;True
80222802;Séries de SF et d'horreur;Archive 81;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABbVxndBXNtXucZp1ZhxoBjhEbDQc4U-9vHr7jmgqigVHZN3Y6QHJsrqa5NW9SaiTRI91tJVtk9BXd4A0k_FB2iIWVeC1S0E_2RbGiPS0qDv4360lv1Zam2-wWju4OyIAmQBg.jpg?r=2aa;2022;8 Épisodes;;16+;Après avoir accepté de restaurer de vieilles cassettes vidéo, un archiviste se retrouve au cœur d'un mystère impliquant la réalisatrice disparue et une secte démoniaque.;violence, drogue;0;;Mamoudou Athie,Dina Shihabi,Matt McGorry,Evan Jonigkeit,Martin Donovan,Julia Chan,Ariana Neal;;Séries SF,Séries d'intrigue,Séries US,Séries d'épouvante;À énigmes,Cérébral;80135414,80198988,80203869,70058020,81183718,80025744,80241581,80238357,80993062,80236236,81083626,81059720,80106763,80108495,80100172,80213445,80202133,80174608,81483047,81112336,80209229,80189221,81195027,80195378,70264888,81237854;1;True
80223108;Ça devrait vous plaire|Les trouvailles du jour pour vous|Pour se détendre;Selling Sunset;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABZEUlfSzanNK8aevCVxeZ_wjshV6lrapFErTSalL6DWAMzFTuTW-lLfMBH2OlV9L6K0bqelETGobfy8j7QFzXYJQFBw6hxHRYkUBmksYr4uZ5ImtbQtJziNeVhzg0_Aw-WHMjxWa813DRcrsHS5RKsOnr6geN-nfgni6qw_vqMH16tlhJjHzjy-DSwV_lYbWSAdl5cD4VnKgf0yjzXpBw2IJh2lM63NU2lCFyHz9aZje4apLQDvreg8UmIUxsWDzQBt453pP54FFkIFZquxKyPf4dfbt4Qr64SGkC5EKZGAwDBS1pp4L3nwvVA.jpg?r=ec8;2023;6 Saisons;Recommandé à 95 %;10+;Pour cette équipe d'agents immobiliers du groupe Oppenheim, qui vendent une vie de luxe à de riches clients de Los Angeles, c'est le réseau qui fait (et défait) tout !;;4;;;;Téléréalité,Séries US,Style de vie;;81275686,80996601,81088239,70153388,81598495,81175724,70234677,80993568,81423793,81417684,81512574,81039144,81026300,81310218,81425251,70217931,81521365,81108694,81032737,81666490,80160037,81497817,81462121,81456532;4;True
80223731;Mondes épiques;FullMetal Alchemist;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABWQKSHeM4NRsm5RmWVCxZahurLxQ3bV8QiuXR_Ucv3r8REdHo8N911pkaUUodewlHfCirAVwi8OZ_m3NPgYzFnenYh-Un-0xV4ePqiqqnGd_5DHHaJncIWHgg9HAqt_zb-G9.jpg?r=2ae;2017;2 h 15 min;;13+;Alors que l'alchimiste Edward Elric cherche un moyen de reconstituer le corps de son frère Al, le gouvernement militaire et de mystérieux monstres le surveillent de près.;;0;Fumihiko Sori;Ryosuke Yamada,Tsubasa Honda,Dean Fujioka,Misako Renbutsu,Kanata Hongo,Shinji Uchiyama,Jun Kunimura,Yo Oizumi,Ryuta Sato,Fumiyo Kohinata,Yasuko Matsuyuki;;Films SF,Japonais,Films d'action;À énigmes;80134431,81091393,80119234,80133543,80243876,80050063,80189853,80098200,80001305,80170280,81186049,81150303,70299043,70205012,81094067,81313227,81453003,70300472,81281579,80217733,80093133,81249833,80185760;1;True
80223989;Films et séries jeunesse|Séries de SF et d'horreur|Séries surnaturelles;Les nouvelles aventures de Sabrina;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABZ55DP8GjEtQLgZujX6fuRyw_1kGVFsBafvtFcjBVkeZCC_f6OPLNG087LqlEKlm6jYDt9cqPm1suTbqAufxcBSKTxoemMctSZQrQBypO4TJgH-Hj76nBAcnvOHF5ASgU9Dy.jpg?r=b8d;2020;4 Parties;Recommandé à 77 %;16+;La magie se mêle au trouble alors que Sabrina, demi-humaine demi-sorcière, navigue entre deux mondes, sa vie d'ado mortelle et son héritage familial, l'Église de la Nuit.;violence;0;;Kiernan Shipka,Ross Lynch,Miranda Otto,Lucy Davis,Chance Perdomo,Michelle Gomez,Jaz Sinclair,Lachlan Watson,Gavin Leatherwood,Tati Gabrielle,Adeline Rudolph,Richard Coyle,Abigail Cowen,Luke Cook,Bronson Pinchot;;Séries pour ados,Séries US,Séries d'épouvante,Séries fantastiques,Séries inspirées de B.D.;Sombre;80057281,80027159,81279312,81012366,80242724,80189685,81116060,80244781,80221644,81220825,80238357,81156676,80218885,81258637,80241239,81231974,80106763,81150303,80236319,80199393,80220679,81213653,60020686,80084447,80057918,81221380;3;True
80223997;Seulement sur Netflix;La Fracture;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABWsff2ueGDxZeO28FxCBz37-ytiNU9GfJIeKt7o4NJbPp3as-R5-wl2AzfyA8wTpHcoomQArTiVFco9hi_fXvPTK7nFQKapX-dsAoKYgSqJe2GfO6hR-FAX2XDXkjLqG9n0O.jpg?r=8ef;2019;1 h 40 min;;16+;Après la disparition de sa femme et de sa fille blessée du service des urgences, un homme affolé mène des recherches, et commence à douter du personnel de l'hôpital.;violence;0;Brad Anderson;Sam Worthington,Lily Rabe,Stephen Tobolowsky,Adjoa Andoh,Lucy Capri,Lauren Cochrane,Shane Dean;Alan B. McElroy;Thrillers;Suspense;81481808,60026150,80240371,80210920,80242820,81342505,80124506,80998968,81333314,81283586,81128579,80070182,81045557,81260083,80991158,81345983,80082850,70123922,80007079,81053209,80206420,70082265,81453541,81225962,80135164,81092222;1;True
80227090;Thrillers;I Am Mother;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABaV4faeb12cMSnqYARkoJJDBRr47Kh8IIfhANd1u7gUTobTvpsKV4kRNJBieBxs3TTkjJGsC5bGeS8oUE_5ObVNkeUad0kGuyUF0Tr3meu_Qa-gEnLuqYu0r8oCcupOEbCs1.jpg?r=bc9;2019;1 h 53 min;;13+;Suite à une extinction de l'humanité, une adolescente éduquée seule par une mère droïde voit son monde basculer lorsqu'elle rencontre une survivante.;;0;Grant Sputore;Clara Rugaard,Rose Byrne,Hilary Swank,Luke Hawker;Grant Sputore,Michael Lloyd Green;Australien,Films SF,Thrillers;Suspense;80203869,81481808,80231903,81040362,80240371,80217569,80210920,81495803,81088494,80236421,81486213,81483306,81038410,81576597,80134721,80111425,80195964,80210767,80244645,81279324,81321986,80117799,80082850,81195027,80158764,80206300;1;True
80230399;Films d'action et d'aventure|Pépites pour vous|Blockbusters|Thrillers d'action|Seulement sur Netflix;Tyler Rake;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABUvzvXynD-7gg9AhVPRKyyBsIaRueTLAGze7UCxkprZawm9OnWo8fnptvd_6YSGYOgl9jga-SsT_QrAVXNWbwMfjxn1YelgAAqRH0N1XreVXzakhvB80KliEvciWZrZlfQ_w.jpg?r=ac5;2020;1 h 58 min;Recommandé à 77 %;16+;Envoyé au Bangladesh pour sauver le fils d'un trafiquant de drogue qui a été enlevé, un tueur à gages réalise combien sa mission s'avère dangereuse et bouleversante.;violence;0;Sam Hargrave;Chris Hemsworth,Rudhraksh Jaiswal,Randeep Hooda,Golshifteh Farahani,Pankaj Tripathi,David Harbour;Joe Russo;Films inspirés de livres,Films d'action;Violent;70264801,80071227,80133543,70065116,80210920,81038963,70305892,81161626,80223052,80236390,80237937,81160697,81410784,81576597,70305907,81005492,80192187,81397077,81279324,81161372,80067930,81073022,81001887,81557402,81388316,60026139,81041495,80216200;6;False
