categorie;titres;ID;liens_images;année;durée;score_recommendation;age_conseillé;description;prévention;mise_en_avant_supplémentaire;réalisation;distribution;scénariste;genres;avertissement_programme;recommendations
Anime;Yu-Gi-Oh!;70177034;http://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABctgf3TLZgaxP422a1IkrNfgabED7T2x-L0uSlUUY4zrlJzCtk1VScxsqXFsnH6zG-mIQbQYub3haEztRlUde2ULWA_AvYnjfQc.webp?r=707;2003;2 Saisons;Recommandé à 72 %;7+;La vie du jeune Yugi Muto et de ses amis Joey, Tristan et Téa change à jamais lorsqu'un jeu de cartes fantastique devient leur réalité.;;False;;Shunsuke Kazama,Maki Saito,Hiroki Takahashi,Takayuki Kondo,Kenjiro Tsuda,Hidehiro Kikuchi,Tadashi Miyazawa,Takasugi Jay Jiro,Junko Takeuchi,Haruhi Nanao;;Pour enfants,Anime d'action,Japonais,Séries d'animation japonaise,Séries inspirées de mangas;;70297439,80007757,81172568,70142405,80003196,80106136,81567663,80007912,81325983,81223075,81291575,81026767,70109889,80075595,60020686,81628818,81475311,81586552,80062112,70002007,80071348
Anime;Ippo le challenger;80995578;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABQE0H8itp9bF00eKFpLBQnlD1tnNuO16xpqhnZ-JpwBb00ZDZWmeUmKAu4doagn-EobyVm0rV02jef4Bl0x_wTtTlNggfzfpOjQ.webp?r=98a;2013;76 Épisodes;Recommandé à 93 %;13+;Sauvé de brutes par le boxeur professionnel Mamoru Takamura et poussé par le désir de devenir fort, le jeune Ippo Makunouchi se met à la boxe.;;False;;Kohei Kiyasu,Rikiya Koyama,Wataru Takagi,Kenji Utsumi,Keiji Fujiwara,Masaya Onosaka,Toshiyuki Morikawa,Tomokazu Seki;;Japonais,Séries d'animation japonaise,Anime dramatique,Anime sportifs,Séries inspirées de mangas;;80204451,81177634,80992228,81000388,80243876,81249833,81409869,81261669,81236338,81281579,81002441,80191008,70300472,81302750,81091393,70299043,80179831,80050063,81005375,70266998,80045948,81054853,80023687,70205012,80090370,80095241
Anime;Cyberpunk: Edgerunners;81054853;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABeInYNFYDoiyDX3bvma7uQJ-9Hsvwq59576EkLCwYLHMArZ6JlPHPK7SPxlAgmGPv3lcmii7Ui97HGChKeSDE-ZX2Oh170fDVw1p8e8-UK44CBozqcwO9xoPz6ZErqpPG6yk.jpg?r=07e;2022;10 Épisodes;Recommandé à 82 %;16+;Dans une société dystopique rongée par la corruption et les implants cybernétiques, un jeune de la rue talentueux et impulsif aspire à devenir un mercenaire hors-la-loi.;violence, sexe;False;;KENN,Aoi Yuki,Hiroki Touchi,Michiko Kaiden,Takako Honda,Wataru Takagi,Tomoyo Kurosawa,Kazuhiko Inoue,Yurika Hino,Kenjiro Tsuda;;Anime SF et fantastique,Anime d'action,Japonais,Anime inspiré d'un jeu vidéo,Séries d'animation japonaise;;81435684,80174974,81281582,80001305,80174608,81043571,81249833,81177634,81281579,80095241,81050064,80023687,80179831,81091393,81318888,81328781,81499847,80200989,81228573,80191008,80204451,80243876,70300472,81220435,80175351,60021103
Anime;Seraph of the End;80200989;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABbBd2bJ0ZSVS0ne2IhdNGD_ikrXX7hTXy2em6zkZE8TQqU09CEktjQD0CaaVIs1hMMkN07LL19hQkFRY4qvmM_qqirfh3atEqaE.webp?r=83b;2015;2 Saisons;Recommandé à 73 %;16+;À la suite d'une épidémie mortelle, les quelques enfants ayant survécu sont sous le joug de vampires qui veulent conquérir le monde. Mais un groupe est décidé à résister.;drogue;False;;Miyu Irino,Kensho Ono,Yuichi Nakamura,Takahiro Sakurai,Saori Hayami,Nobuhiko Okamoto,Kaito Ishikawa,Yuka Iguchi,Aoi Yuki,Tomoaki Maeno,Tatsuhisa Suzuki,Kenichi Suzumura,Aya Endo,Yoshimasa Hosoya;;Anime SF et fantastique,Anime d'action,Japonais,Séries d'animation japonaise,Séries inspirées de mangas;Sombre;80080317,80997339,80052669,80175350,80192979,80023687,81261630,81281582,81043571,81091393,80050063,81318888,80996247,81249833,70266998,80182163,80175351,81177634,70300472,80097594,80180849,80011358,70299043,80095241,81499847,81364944
Anime;Castlevania;80095241;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABUs1fc0IQFDT9RfgKKFtd--Gt7EagzjwmpV__OYugPLmN8xDm7AaYuaJHwqNzoaWNmpvCiOaLHcXDKB6FP37HUOkySQRR3UbjjYopRC9yRBsc_vPK39pG2bn1o7rGyPkntoH.jpg?r=8d8;2021;4 Saisons;Recommandé à 73 %;18+;Un chasseur de vampires se bat pour sauver une ville qu'une armée de monstres, envoyée par Dracula en personne, a assiégée. Une série inspirée du célèbre jeu vidéo.;violence;False;;Richard Armitage,James Callis,Alejandra Reynoso,Jessica Brown Findlay,Rila Fukushima,Jason Isaacs,Theo James,Yasmine Al Massri,Adetokumboh M'Cormack,Ivana Milicevic,Jaime Murray,Navid Negahban,Bill Nighy,Toru Uchikado,Gildart Jackson,Lance Reddick,Barbara Steele,Graham McTavish,Matt Frewer,Emily Swallow,Peter Stormare,Tony Amendola;;Anime d'action,Anime inspiré d'un jeu vidéo,Séries d'animation japonaise,Anime d'horreur,Séries US;Violent,Effrayant;80994336,81001988,81037868,81012541,81281582,80200989,81183924,81054853,81249833,80990863,81281579,80174608,81435684,80174974,81091393,80023687,81177634,81050064,80243876,80191008,80050063,81295011,80997339,70300472,80992228,80179831
Anime;ULTRAMAN;80231373;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABYxgJZgr4LJo8AuucTDNX-Od1vgMyT12M2bU4S718Yfq3IWYsqq4vVc8GnYxReXUXP_FHjECUEfLXsPNOh0uoxRMhqqAcvFABluD2TiLxL6ZJxtYZUypdBq9nw8gHkxWnStgRn6fe4fPjuf2_bG2ThYIK5hsBBRn8KpbrdlPahmQb1efqfgWXdZH507_JZf3zN9El5fnQcnkaMlOwBWk2nL1X23ytKF_NX4336g-RDLTg-HJeUP9F9ZJyvdY1bTfu3RVdiRUz-2Ntyoz1V6oppHOPKCb_qdnMC2UFFa6tUvwdvfD21R1BddRPQ.jpg?r=065;2023;3 Saisons;Recommandé à 62 %;13+;Il y a des années, un héros de l'espace a rétabli la paix sur Terre. Aujourd'hui, c'est au tour du fils d'Ultraman de protéger le monde contre une menace alien.;;True;;Ryohei Kimura,Takuya Eguchi,Megumi Han,Hideyuki Tanaka,Sumire Morohoshi,Ken Uo,Shigeru Ushiyama,Ryota Takeuchi,Eiji Hanawa,Hirokazu Sekido,Minoru Shiraishi,Kenjiro Tsuda,Hiroaki Hirata,Kaiji Soze,Tomoaki Maeno,Maaya Sakamoto,Ayane Sakura,Junichi Suwabe;;Anime SF et fantastique,Anime d'action,Japonais,Séries d'animation japonaise,Séries inspirées de mangas;;81002003,80186926,80149259,81050064,81418302,81002441,80180373,80234811,81195027,81001988,81186862,81091393,80095241,80210920,81397077,81249833,80075595,80133543,81557402,80237937,80027042,81279324,80170280,80050063,70300472,81576597
Anime;ベルセルク;80243876;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABTCg0834_eedr95PVwcG1Xrug5J6FGXr5P7oy3Bab6VqIBTmnJ43Ii-2q9DXl7HhKe-S4OAnFDnthkXA9f8RVtXehffUkKwOCzc.webp?r=9fb;1997;25 Épisodes;Recommandé à 62 %;18+;Au cœur d'un univers médiéval, un mercenaire errant rejoint un chef charismatique dans sa quête impitoyable de gloire et de reconnaissance.;violence, violence sexuelle;False;;Nobutoshi Canna,Toshiyuki Morikawa,Yuko Miyamura,Akira Ishida,Tomohiro Nishimura,Akiko Yajima,Masuo Amada,Yuri Shiratori,Tessho Genda,Tamio Oki,Masahito Kawanago,Mahito Tsujimura,Toru Okawa,Toshiko Sawada,Naoki Bando,Minoru Inaba;;Anime SF et fantastique,Anime d'action,Japonais,Séries d'animation japonaise,Séries inspirées de mangas;Violent;81249833,80191008,81409869,80995578,80179831,81177634,81054853,80001305,60021103,70300472,80095241,81281582,81302750,81281579,81183924,81033445,81499847,80174974,70299043,80146298,80200575,80992228,80204451,81091393,81295011,80200989
Anime;Sky-High Survival;81043571;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABX32jByNDq0lUj7GuWTc4EONGsct5YZfm38ROWgG8WsY-Zb5MSGiR2UaSlUStn5OnoXVnvwMLQLNWwhfVNe3MZy9z_BD8O2KSdZm6StIQpGNIkeTon_8DWLZ285-nZXTYMvU.jpg?r=aef;2021;12 Épisodes;;16+;Yuri, une lycéenne, se retrouve sur le toit d'un gratte-ciel dans un monde étrange où elle doit survivre face à des assaillants masqués déterminés à tuer leur proie.;violence, violence sexuelle, suicide;False;;Haruka Shiraishi,Shiki Aoki,Akira Sekine,Junya Enoki,Yuichiro Umehara,Megumi Ogata,Shoya Chiba,Makoto Furukawa,Seiro Ogino,Koji Yusa,Chika Anzai,Asami Seto,Shizuka Ito,Juri Kimura,Kaito Ishikawa,Yoko Hikasa,Jun Fukuyama;;Anime SF et fantastique,Anime d'action,Japonais,Animation d'intrigue et thriller,Séries d'animation japonaise;;80175351,80200989,80023687,81054853,81318888,80080317,81177634,81228573,81091393,81281582,80052669,80045948,81281579,80050063,70300472,81176966,81249833,81295011,81318842,80052713,80174974,70299043,81261630,80097594,80191008,81364944
Anime;DOTA: Dragon's Blood;80994336;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABYgMTnonFhOLW2eCs4hfkKaTGEYnFosoFlWq-8lbrvSvlvzAeLCp_ee4sQNTfbVa6u3QoK_25hsH1WYjSI5N0z8dHmf3RWTLu7p6Z0RTr0GnPLGsZ4gZDXUF7gHjGaY9LEW1.jpg?r=826;2022;3 Volumes;;16+;Une série d'animation fantastique inspirée du jeu en ligne où un Chevalier Dragon troublé, mais plein de bravoure, est déterminé à se débarrasser d'un démoniaque fléau.;violence;False;;Yuri Lowenthal,Lara Pulver,Kari Wahlgren,Alix Wilton Regan,Troy Baker,Freya Tingley,Tony Todd,Josh Keaton,JB Blanc,Victoria Atkin,Anson Mount,Doug Bradley,Toby Shmitz,Michael Dorn,Tara Platt;;Anime SF et fantastique,Anime d'action,Anime inspiré d'un jeu vidéo,Séries d'animation japonaise,Séries US;;81183924,80095241,81001988,81002441,81435684,80212245,81281582,80992784,81037868,80990863,81054853,81249833,81281579,81012541,81050064,81177634,80175350,81091393,80200989,81186862,80050063,80174974,80146298,80133543,80992228,80231373
Anime;Monster;81409869;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABUwuOsYEiDlEQNIFFZXEP5vFSliSHKLvKcF_EQMnF8rKxJYE5ce9shs3vlZltRGgusNdXJuVR76ZzW3KbsFv3kZnqtz3LthYsnw.webp?r=0ce;2004;74 Épisodes;Recommandé à 74 %;16+;Alors qu'il tente de résoudre une série de meurtres impliquant un patient dont il a autrefois sauvé la vie, un brillant neurochirurgien japonais bascule du côté obscur.;suicide;False;;Hidenobu Kiuchi,Mami Koyama,Kazuo Kumakura,Nobuo Tanaka,Shuichi Ikeda,Nozomu Sasaki,Mamiko Noto,Tsutomu Isobe,Hideyuki Tanaka,Ichiro Nagai,Junko Takeuchi,Takayuki Sugo,Ryusuke Obayashi,Hisayoshi Suganuma,Tomokazu Seki,Kyoko Hikami;;Séries médicales,Japonais,Animation d'intrigue et thriller,Séries d'animation japonaise,Anime dramatique;Sombre,Suspense;80243876,80995578,81249833,80191008,81261669,81177634,81295011,80001305,80179831,80200575,81054853,70300472,81281579,81499847,81091393,81281582,80006146,80095241,70308852,81033445,60021103,80023687,80174974,81050064,70143836,70299043
Anime;Gambling school;80175351;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABX2PxRGFA4UInXGxGYTvFrqSKnQDxajWcVpQcgrOXYFeTp3M2fXwqRt_4a3tUlCSf0ZyRF6aOcGX9KvSx44UkKvgt5HpxgAcDBxWbUfnsuGw8DEzm-aJtXFAbQY_JiJ9YcJq.jpg?r=194;2019;2 Saisons;;13+;Habituée aux grosses mises, Yumeko Jabami entre à l'académie Hyakkaou, une école qui forme des joueurs professionnels. Son objectif : faire sauter la banque.;;False;;Saori Hayami,Minami Tanaka,Tatsuya Tokutake,Yuki Wakai,Karin Nanami,Mariya Ise,Yu Serizawa,Tomokazu Sugita,Mayu Udono,Ayaka Fukuhara,Miyuki Sawashiro;;Japonais,Animation d'intrigue et thriller,Séries d'animation japonaise,Anime dramatique,Animes sur l'école;;81043571,80023687,81228573,81318888,80045948,80200989,81177634,80052669,81091393,81318842,80011358,80117781,80050063,70300472,81261669,70299043,80191008,81054853,81281582,81249833,81295011,81054847,81281579,81275353
Anime;Psycho-Pass;80006146;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABbvxMwEvOE6_fZLKmXgtuaXIap5_iL-UWmJu-Mz0iJsJAva8erKHqos-2EGi6IEMqSVcwuytXf0wb8Ua0YoeXo97UkLRNcRonnY.webp?r=882;2014;2 Saisons;;16+;En l'an 2113, on scanne les cerveaux pour connaître le potentiel criminel des gens. Quiconque présente des tendances considérées répréhensibles est pourchassé, voire tué.;violence;False;;Tomokazu Seki,Kana Hanazawa,Kenji Nojima,Kinryuu Arimoto,Akira Ishida,Shizuka Ito,Miyuki Sawashiro,Takahiro Sakurai,Noriko Hidaka,Ayane Sakura,Keiji Fujiwara,Ryohei Kimura,Yuki Kaji,Yuichi Nakamura;;Anime SF et fantastique,Anime d'action,Japonais,Animation d'intrigue et thriller,Séries d'animation japonaise;;81409869,80080317,80023687,81054853,70308852,80097594,80997339,81249833,81043571,81091393,80191008,80200989,80175350,70299043,81499847,80045948,81177634,81050064,80001305,80182163,80052669,80179831,80243876,80175351,81033445,70300472
Anime;Sky-High Survival;81043571;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABX32jByNDq0lUj7GuWTc4EONGsct5YZfm38ROWgG8WsY-Zb5MSGiR2UaSlUStn5OnoXVnvwMLQLNWwhfVNe3MZy9z_BD8O2KSdZm6StIQpGNIkeTon_8DWLZ285-nZXTYMvU.jpg?r=aef;2021;12 Épisodes;;16+;Yuri, une lycéenne, se retrouve sur le toit d'un gratte-ciel dans un monde étrange où elle doit survivre face à des assaillants masqués déterminés à tuer leur proie.;violence, violence sexuelle, suicide;False;;Haruka Shiraishi,Shiki Aoki,Akira Sekine,Junya Enoki,Yuichiro Umehara,Megumi Ogata,Shoya Chiba,Makoto Furukawa,Seiro Ogino,Koji Yusa,Chika Anzai,Asami Seto,Shizuka Ito,Juri Kimura,Kaito Ishikawa,Yoko Hikasa,Jun Fukuyama;;Anime SF et fantastique,Anime d'action,Japonais,Animation d'intrigue et thriller,Séries d'animation japonaise;;80175351,80200989,80023687,81054853,81318888,80080317,81177634,81228573,81091393,81281582,80052669,80045948,81281579,80050063,70300472,81176966,81249833,81295011,81318842,80052713,80174974,70299043,81261630,80097594,80191008,81364944
Anime;Another;80241072;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABQcP5pC1DOzjXotd3cplTmAwQAUkDVHx4JgeZ01phzgke_l864sNJWFZGyEu9AT-OOl4JACCz4soCTE1H0jp5-DLdTWYGrs54hQ.webp?r=f98;2012;12 Épisodes;;16+;Koichi Sasakibara atterrit dans une classe cachottière soumise à une malédiction terrifiante. Curieux comme pas deux, il commence à poser trop de questions...;violence, suicide;False;;Tomoaki Maeno,Atsushi Abe,Natsumi Takamori,Kazutomi Yamamoto,Seiko Yoshida,Naoko Sakakibara,Kozo Mito,Misayo Miyamaki,Madoka Yonezawa,Ai Nonaka,Mitsuhiro Ichiki,Hiroaki Hirata,Hiromi Igarashi;;Japonais,Séries inspirées de livres,Animation japonaise inspirée de livres,Animation d'intrigue et thriller,Séries d'animation japonaise;Effrayant,Suspense;80080317,81043571,80200989,80052713,80011358,81295011,80023687,80175351,80045948,81177634,70266998,80191008,81318888,81091393,80052669,80006146,70300472,80182163,81228573,70308852,81409869,81249833,81318842,81054853,80174974,80050063
Anime;BTOOOM!;80052713;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABWMyPmTZQHoB9GE4-vpeJBHeHc3B-tmhyB0ZAyuX4Rj_gva2UvGc6IxdfFVtPyxsVZPyN0Ia-qPzrJ-o6wOjj5b-CZeMWxPxMR0.webp?r=d6a;2012;12 Épisodes;;16+;Un jeune homme au chômage vivant chez sa mère se réveille sur une île déserte et comprend qu'il est piégé dans son jeu vidéo de combat préféré.;violence, violence sexuelle;False;;Kanata Hongo,Suzuko Mimori,Toru Okawa,Miyuki Sawashiro,Yuichi Nakamura;;Anime d'action,Japonais,Animation d'intrigue et thriller,Séries d'animation japonaise,Thrillers TV;Suspense;80200989,70308852,80080317,80241072,81043571,80182163,81054853,80183051,81177634,80200575,81281582,80175351,80052669,81249833,70300472,70266998,80191008,81091393,81261630,80175350,80023687,81050064,81499847,70299043,81281579,81409869
Anime;Sirius the Jaeger;80997339;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABeywC7MGViBSGzzApDGC-Ze3cp7tSYCM4Xb1jxwtkG9Ewja7jDfqKSu5D9KTujcvXknD72i8n1FOjKUHCk6uFzfs9D_5bj5a4GoJ-Ouw4ueY9TgdekLpmfeaAnTxNuA9ZtFi.jpg?r=9ec;2018;12 Épisodes;;16+;Dans le Tokyo impérial, le groupe des Jaegers traque secrètement les vampires à la recherche de l'arche de Sirius. Parmi eux se trouve un jeune loup-garou, Yuliy.;violence;False;;Yuto Uemura,Takahiro Sakurai,Kenyu Horiuchi,Nanako Mori,Yusuke Kobayashi,Shunsuke Takeuchi,Junji Majima,Rie Takahashi,Hinata Tadokoro,Kenjiro Tsuda,Takehito Koyasu,Sayaka Ohara,Nobuo Tobita;;Anime SF et fantastique,Anime d'action,Japonais,Animation d'intrigue et thriller,Séries d'animation japonaise;Sombre,Suspense;80200989,80175350,80097594,80180849,80996247,81281582,81019771,80095241,81261630,80192979,81249833,81050064,80050063,81091393,80080317,80023687,70300472,81043571,81186862,80185145,81095103,81281579,81177634,81239555,81318888,80052669
Anime;HERO MASK;80200027;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABXQ_9qJn6PTSffhtKdTdMxlCrE5EDxXaXRCa8PPbA5W8t543HcJEMo7mKXVWM4VT_12tNNbISVGW3XQatu6CQRhhTPBAyPznx9S61hennwcQFOtl8IpIRWst4rqrnvU0PIHY.jpg?r=c33;2019;2 Saisons;;16+;Après une série de morts mystérieuses, le procureur Sarah Sinclair et l'agent du SSC James Blood découvrent un complot autour d'étranges masques biotechnologiques.;violence;False;;Yasuyuki Kase,Yuhko Kaida,Junpei Morita,Kentaro Takano,Koki Uchiyama,Yutaka Aoyama,Takayuki Sugo,Yutaka Nakano,Haruka Shibuya,Tomoyuki Shimura,Yuichi Karasuma,Yukiyo Fujii,Fuminori Komatsu,Tomoko Miyadera,Kenjiro Tsuda,Yu Shimamura,Takanori Hoshino,Atsushi Goto,Mitsuaki Hoshino,Akio Kaneda;;Anime SF et fantastique,Anime d'action,Japonais,Animation d'intrigue et thriller,Séries d'animation japonaise;Suspense;80097594,80997339,81050064,81034907,80175350,81249833,81281582,80043576,80221272,81186862,80095241,70308852,81177634,81499847,81019771,80231373,81091393,81054853,80994336,81220435,80050063,80179831,80224581,81281579,81043571,81409869
Anime;Saiki Kusuo no Ψ Nan;80117781;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABYJ2c371R0D5eYi35HX4Wr8A7869Cw4E9llFqL4UgLruta4Eur-qp5MN9dtGmnDhU1kmFTvi9Mgw7YVCJyZZQdCTIvgK_7_pAcY.webp?r=b68;2018;3 Saisons;Recommandé à 67 %;10+;Le jeune lycéen Kusuo Saiki a juré, enfant, de garder secrets ses dons surnaturels, mais ses pouvoirs ne lui rendent pas la vie facile.;;False;;Hiroshi Kamiya,Daisuke Ono,Nobunaga Shimazaki,Satoshi Hino,Natsuki Hanae,Ai Kayano,Yukari Tamura,Maaya Uchida,Mitsuo Iwata,Rikako Aikawa,Yoshimasa Hosoya,Tomoaki Maeno,Showtaro Morikubo,Kenji Nojima,Koichi Yamadera,Rie Tanaka,Yuki Kaji,Eri Kitamura,M・A・O,Masaya Matsukaze,Risa Aizawa;;Anime SF et fantastique,Japonais,Séries d'animation japonaise,Animes sur l'école,Séries inspirées de mangas;Absurde,Insolite;81261669,81318888,81228573,80011358,70205014,81275353,81318842,81177634,80175351,80045948,81091393,70300472,81499847,80236253,80023687,80050063,80228274,81364944,80996957,81043571,80200989,70266998,81249833,80191008,70205012
Anime;Romantic Killer;81318888;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABZCELjB4R10ZQbofBbDsO9hUxAAKuZj02SZHMkLaQyBDPpCXu71ekOFGaM4YwLKl7jjsqfTgJAkHSRO-6cyYenyMHBj-ved7N04Ys3jey1HEfc1FB__-_1CdI4voz5TKCKRz.jpg?r=9fd;2022;12 Épisodes;Recommandé à 66 %;13+;Célibataire épanouie et sans regrets, Anzu voit soudain une minuscule créature entremetteuse métamorphoser sa vie en une comédie romantique bourrée de clichés.;;False;;Rie Takahashi,Mikako Komatsu,Yuichiro Umehara,Gakuto Kajiwara,Natsuki Hanae,Kenjiro Tsuda,Manaka Iwami,Hiro Shimono;;Japonais,Anime romantique,Séries pour ados,Séries d'animation japonaise,Anime dramatique;Décalé;80011358,81228573,81318842,80236253,81261669,81177634,70205014,80228274,81345945,80117781,80996957,81275353,81328781,81499847,80175351,80200989,81648330,81043571,80052669,81400497,81091393,81054849,80045948,81054853,81364944,81281872
Anime;Sawako;80236253;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABcmPRKjN5L6YUo4dWxqyF_vbXqWjjRbkTOvQnCOsH7OuI8E88bM42zcqNl6o_EEPa6sdU_TBrXR3IOb749sZ_9DBBBMSAgE4CcE.webp?r=170;2011;2 Saisons;Recommandé à 60 %;7+;"La lycéenne Sawako, qui doit son surnom ""Sadako"" à son apparence sinistre, sort de sa coquille lorsqu'elle se lie d'amitié avec Kazehaya, un garçon populaire.";;False;;Mamiko Noto,Daisuke Namikawa,Miyuki Sawashiro,Yuko Sanpei,Yuichi Nakamura,Aya Hirano;;Séries pour la famille à voir ensemble,Japonais,Anime romantique,Séries pour ados,Séries d'animation japonaise;Sentimental,Émotion;80011358,81318888,81228573,81400497,70205014,81318842,81177634,81261669,81281872,80228274,81345945,81328781,81275353,80156387,80234491,81648185,81648330,80117781,81000388,81478031,70028883,80175351,70045021,80036398,60023642
Anime;All Out!!;81000388;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABfrSdunGZ-VMk0VH0Xx2CLkbjhsN_xXuE-p2a8gZ1dtMwQYmOMvRfN2ZxG7qzzpPIN45tExuTTZfTo84aNpoV9E2FDrWwjDe5nw.webp?r=777;2016;25 Épisodes;;7+;Le premier jour du lycée, Kenji rencontre Sumiaki. Après un match de sélection, les deux adolescents se retrouvent ensemble dans la même équipe de rugby.;;False;;Shoya Chiba,Yuto Adachi,Yoshimasa Hosoya,Ryota Osaka,Kensho Ono,Taishi Murata,Masayuki Shoji,Takaya Hashi;;Séries pour la famille à voir ensemble,Japonais,Séries pour ados,Séries d'animation japonaise,Anime dramatique;;80007757,81026767,80061943,80995578,81318842,80011358,81177634,80045948,70266998,70300472,81261669,81249833,80204451,81091393,80182163,81236338,80200989,80986797,80191008,80050063,80106136,80156387,80236253,81400497,81172568,81281872
Anime;The Daily Life of the Immortal King;81364944;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABSlByI6yWo6bKyuIdjbftzBcNFKh4oPYQR62FXOUTqYsmiU1rFoB84F7THwv0iGgDk3-y0EBmkAQ7deiIgz4piUxbG8bPx96d0Y.webp?r=440;2020;15 Épisodes;;13+;Wang Ling, un sorcier précoce ayant vaincu un puissant démon à l'âge de six ans, doit maintenant aller au lycée et mener une vie d'ado ordinaire.;;False;;Sun Lulu,Qian Chen,Gu Jiangshan;;Anime SF et fantastique,Anime d'action,Animes inspirés de light novels,Séries pour ados,Séries d'animation japonaise;Décalé;81050064,81281582,81177634,81239555,81499847,81228573,81318888,81281579,81249833,80200989,81091393,81054853,80050063,70300472,81156880,80052669,81648330,80011358,81043571,81261669,80175350,81364887,80117781,80995578,81318842,81261630
Anime;Blue Period;81318842;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABe4EULJNPPr2jaVJlf0IuH7tMvBnkJTK0zAxH9BxADAq1ID8_TnU0AvX2RS_-hLELEQYspFOaXu6_iIbFCXo3OiLosndfqxJSd9ajTgadSfihBwtBT4QgdZJKQMHDEaB4FG_.jpg?r=b47;2021;12 Épisodes;;10+;Subjugué par un tableau, Yatora Yaguchi, un lycéen populaire qui s'ennuie ferme, plonge à cœur perdu dans le monde magnifique mais implacable de l'art.;;False;;Hiromu  Mineta,Yumiri Hanamori,Daiki Yamashita,Kengo Kawanishi,Yume Miyamoto,Mayu Aoyagi,Fumi Hirano,Masaya Fukunishi,Shinichiro Kamio,Tatsumaru Tachibana,Miku Hiratsuka,Ikumi Hasegawa,Yuna Nemoto,Aoi Koga,Yuki Kazu,Emiri Suyama,Taishi Murata,Saori Onishi;;Japonais,Séries pour ados,Séries d'animation japonaise,Anime dramatique,Animes sur l'école;;80011358,81318888,80986797,81177634,81228573,81345945,81261669,80236253,81275353,70205014,80117781,80175351,81328781,81091393,81400497,81281872,80228274,81043571,80200989,80023687,81054853,81000388,81364944,81499847,80182123,81249833
