categorie;titres;ID;liens_images;année;durée;score_recommendation;age_conseillé;description;prévention;mise_en_avant_supplémentaire;réalisation;distribution;scénariste;genres;avertissement_programme;recommendations
Documentaires;La Sagesse de la pieuvre;81045007;http://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABS23xui7n9dYR1iXzLPanYybSBqIY5I9iMvYwi7JC3kCWSVXKpl6Q6hEEapvm1wKXli8Co9KHs3jV2mK4dmg47EurZGoZNC6mJ8HX-YNJABkhK2r_Pd4pmyFz5vlLaiaoAPe.jpg?r=22b;2020;1 h 25 min;;TOUS PUBLICS;Une amitié inattendue se noue entre un réalisateur et une pieuvre qui vit dans une forêt de kelp sud-africaine et partage avec lui les mystères de son monde.;;False;Pippa Ehrlich,James Reed;;;Films jeunesse et famille,Sud-africain,Films documentaires,Documentaires nature et écologie,Docus sciences et nature;Enquête,Émotion;81276049,81447086,80049832,81004151,80216393,81243961,81170676,81318943,81145024,81311783,81183477,81086133,81014008,81328829,80218938,81036559,81312835,81341781,81082225,80168188,81353947,80186796,80165247,81273453,80168079,81254224
Documentaires;Si j'étais un animal;80189586;http://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABWQjuxe1pNQoavl4XC4CYd9jNZIOZ9aFhtMFjMcyv7ktzD0XWXNQaQ5RAt9Bg770KuRtCLqe5aBCu_qccIngrAnnweW3cv6kZ4g.webp?r=df7;2018;13 Épisodes;;7+;Dans cette série animalière racontée par des enfants, Emma et Tim nous emmènent à travers le monde pour découvrir la vie des animaux, de la naissance à l'âge adulte.;;False;;Zachary Young,Fleur Delahunty;;Pour enfants,Documentaires nature et écologie,Émissions sciences et nature,Éducatif jeunesse,Docus sciences et nature;;81142848,80227574,81205737,80044965,81272431,80223368,81616116,80206326,80162994,81040639,80211285,70041962,81014532,80020935,81424426,70286809,80048061,81009946,80121840,81002813,80121839,81108751,81009646,81589565,81399614
Documentaires;72 animaux dangereux en Amérique latine;80165247;http://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABeYpcv8KsPd1vYQBjtFssJqtd80MKuZ9rnJldjWA_Xs4vy6qLioPXzuf1b-i6auDkFjeSpKm5XC1dIHoJiQ3Adxr1o2PQq1rs2MX4FsHCuQgOHRh_nlZmJY4duwY35e59yOu.jpg?r=250;2017;12 Épisodes;;13+;Félins redoutables, araignées indestructibles et crotales au venin toxique ouvrent le bal de cette série sur les créatures les plus dangereuses d'Amérique latine.;;False;;Bob Brisbane;;Australien,Documentaires nature et écologie,Émissions sciences et nature,Docus sciences et nature,Séries documentaires;Enquête,Suspense;80103006,80104022,80049832,81145024,81353947,80218938,81170676,81086133,81004151,81243961,81341781,81311783,81036559,81082225,80059456,81328829,81276049,81346975,81447086,81211003,80216393,81457059,80221410,81064069,81045007
Documentaires;New York : Au cœur de l'urgence;81350804;http://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABStUjCzO7xrjQihB_2vM1XInnvPz3XfrBkh9vLWkURJSi4h0Ato-NL7T9YL6V65IF9xgoLrEH0w5oIwyi3hHr1kFtJPlVKffi_dyqi9XTLa6sIQV2sFrmkYQCoEWarFQ5OFB.jpg?r=02d;2023;8 Épisodes;;16+;Cette série documentaire haletante suit le quotidien du personnel des urgences de New York qui doit jongler entre vie personnelle et travail éprouvant.;thèmes difficiles;False;;;;Séries médicales,Émissions sciences et nature,Téléréalité,Docus sciences et nature,Séries documentaires;Émotion;80201728,80171561,80106307,81004466,80201543,81396979,81270166,81456532,81480322,81307163,81580822,80210691,81380540,81315804,80217818,81127121,80996601,81130130,81288561,81423622,81519789,81231181,81663413,81346975,81311783,81512108
Documentaires;Le Monde qui nous habite;81139212;http://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABaewMAPFvYP9x66IvXkwKBgQ5dMxhgGr2c8IV6WZk7JKpCtmBqPFahG8tCOAaPoE2ZMdiNTk8qWAI-tzta7q4BVNKcxHNjOjQvD7lcnlK3HUGs7c_AAgOpRgP5bhUkb1CNST.jpg?r=125;2021;6 Épisodes;;10+;Prouesses scientifiques et récits personnels captivants se mêlent dans ce docu-série fascinant sur l'incroyable fonctionnement du corps humain.;;False;;;;Séries médicales,Émissions sciences et nature,Docus sciences et nature,Séries documentaires,Docus société et culture;Enquête;81098586,81243961,80229847,81328829,81157840,81328827,81116168,80216752,81123425,80174177,81280926,81254224,80201543,81211003,80049832,81350804,80215997,81447086,81003997,81273453,81387962,81345769,80165247,81410436,81074662,81160763
Documentaires;Notre langue aux chats;81447086;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABTn0O-hKRAQVoFX4XlEx8fHQoUinhqUKoahw7NdW5Re5m1P6GbJTFyVq4IMb15-ryvvphrWEwL5pIrj1eDjOpd_f8mcA070dJ6OmjTSbw5zHg55xSE_feyCj9wkEXhCTfLxr.jpg?r=547;2022;1 h 7 min;Recommandé à 69 %;7+;Dans ce documentaire captivant et attendrissant, des experts analysent le comportement des chats pour dévoiler les véritables capacités de ces félins toujours à l'affût.;;False;Andy Mitchell;;;Films jeunesse et famille,Films documentaires;;81318943,81427849,81173728,81170676,81328829,81004151,81273453,81341781,81045007,81243961,80049832,81276049,81183477,81145024,81086133,81312835,81328827,81082225,81353947,81031373,80104022,81092143,81106901,80229847,81098586,81211003
Documentaires;Conor McGregor: Notorious;80164752;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABeYWLj2YHpckkriEYeIjV9xwOgtL3yxFfz08zyTyyDkRbeKFphOnZd-Ct45CTPSpM_MnZuzhmCvCTXFr8GbjZoF8uJ7GvmZAEyg.webp?r=a35;2017;1 h 30 min;;13+;Des fins de mois difficiles aux voitures de luxe et manteaux de fourrure, ce champion irlandais de MMA dévoile sans concession les hauts et les bas de sa carrière.;;False;Gavin Fitzgerald;Conor McGregor,John Kavanagh;;Irlandais,Films documentaires,Documentaires biographiques;Enquête;81231181,80187722,81005126,80049873,80133922,80203144,81452996,81157840,81386989,81046796,81464765,80204890,81380540,80202829,80227160,81569920,81285390,80217818,81211003,81092697,81408988,81015566,81463700,81663413,80116922,81307163
Documentaires;14 x 8000 : Aux sommets de l'impossible;81464765;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABfhXS800nWqJhPi1XmLVm-BC-q52B6Ov3-NrFVWwe1EwVJzIHVtZkK1wYDMHypoutgCZfDyS0x4lPrMioaotspJLKvAt0uZFQuEPZcXKrJD_6XXvpXZ413SIQJFUEirE_Buj.jpg?r=dc0;2021;1 h 41 min;;13+;L'intrépide alpiniste népalais Nims Purja tente de réaliser l'impossible : gravir en sept mois les 14 sommets du monde culminant à plus de 8 000 mètres d'altitude.;;False;Torquil Jones;;Torquil Jones,Gabriel Clarke;Films documentaires,Documentaires voyages et aventure,Documentaires biographiques;Montée d'adrénaline;81397884,81457001,81644792,81469443,81082317,81410405,81555019,81306195,81346975,81466221,80164752,81306463,81272421,81111324,80168079,80133922,81307163,81231181,81463700,81014008,81254224,81582698,81471236,81050375,81471431,81380540
Documentaires;The Redeem Team : Rebondir ensemble;81452996;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABQ4A4IBBQuuBk6cNSGvw9buMYgbixtIh7d93Oup01vUFTa4RTWj7WCP1MtUapQVeZ8Ml1lZ8II0vvWtIdsydpwMklePTjJuXtGasjiUYaK_d4IqgBfaCdSqOqMW4wiJNAXul.jpg?r=009;2022;1 h 38 min;;10+;Après sa prestation décevante aux Jeux olympiques de 2004, l'équipe masculine de basket des États-Unis veut se racheter en décrochant l'or aux Jeux de Pékin de 2008.;;False;Jon Weinbach;Carmelo Anthony,Carlos Boozer,Chris Bosh,Kobe Bryant,Dwight Howard,Pau Gasol,LeBron James,Jason Kidd,Chris Paul,Dwyane Wade;;Films documentaires,Documentaires historiques,Docus société et culture;Bonne humeur;80203144,81274937,81046613,81026439,81644531,80164752,81026440,81386989,81231181,81005126,81026443,81025735,80133922,80091742,80244479,81569920,80245353,80204890,81074673,81380540,81408988,81046796,81244037,81463700,81580687,81483353
Documentaires;Pornhub : Gros plan sur le géant du sexe;81406118;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABYOWvs0yTR7fZgC3x7qnFCmFZwjmzc5bUlEN0qtRUzKAPAUHMixcYA2NVmNFDDD3N0TntUHp_lo6UnadOn4SjwxBu5Q1Tu84t61kCiqZVWZtUAUaAJiyADpjMyDtwevLOSao.jpg?r=c7f;2023;1 h 34 min;;16+;Au travers d'entretiens avec des acteurs, des militants et d'anciens employés, ce documentaire propose une immersion au cœur des succès et des scandales de Pornhub.;sexe, nudité, références à des violences faites aux enfants, références à des violences sexuelles;False;Suzanne Hillinger;;;Films documentaires,Docus société et culture;Cérébral,Enquête;81307163,80115676,81137265,80038162,81244037,81328829,81590934,81519789,80204890,80164752,81512107,81396979,81436777,81512109,80222248,81313519,81254340,81285390,81498384,81272421,81254224,81447086,81312835,81580822,81512108,81493078
Documentaires;Hitting the Apex;80133922;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABZBjqiOgEGQLhdg4aZBaodz7d27bOJr8zpo3YQsOIxCdzKsPPDKAVQVJ2WmCmPYLU2J9_7zygIOf7BCdVcK-De-Vfkg4iLznuDU.webp?r=dea;2015;2 h 18 min;;13+;Brad Pitt, narrateur, présente les parcours forts en adrénaline de six des coureurs les plus rapides qui s'affrontent pour remporter le Grand Prix moto.;;False;Mark Neale;Brad Pitt,Jorge Lorenzo,Dani Pedrosa,Valentino Rossi;Mark Neale;Films documentaires;Montée d'adrénaline,Émotion;81408992,80204890,80164752,80227556,81005126,81386989,81506550,80203144,81350117,81231181,81452996,81408981,81464765,81447086,81555019,81380540,81569920,81409005,81408988,81410405,81580687,81446626,81272421,81512109,81211003,81590934
Documentaires;Survivre au paradis : Une histoire de famille;81353947;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABViFjf__UJqhjbHM9ODGcJYWdfXmFUDW_fhG7_1k4rQQ6IOuhmXthNgGUsB_nOPS9mltofdRPZkLKzlDu0uOTobawh2UJQkBPJzbSODtGBlGw6i8kwr9vi9oYxjPPgqqmPuo.jpg?r=0f9;2022;1 h 19 min;;7+;Dans ce drame animalier, quand la saison sèche se prolonge, les troupes, troupeaux et meutes peuplant le désert du Kalahari doivent compter sur les leurs pour survivre.;;False;Renée Godfrey;Regé-Jean Page;;Britannique,Films documentaires,Documentaires nature et écologie,Docus sciences et nature;;81170676,81145024,81341781,80049832,81086133,80218938,81243961,80165247,81004151,81276049,81457213,81311783,81036559,81362829,81457059,81312835,80216393,81447086,80165437,81467022,80104022,81318943,80186796,81082225,81045007,81457209
Documentaires;Les Secrets de la tombe de Saqqarah;81064069;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABY-StxfvB95TzYAtFB2gWxjPOHvL9FX84Qdf9FjVNschZHwE92Ux03_UZXC9UBzQ_ERhVp0_HQkN3IhyNK9FpPc_GkrymN1Zkltrk-R4g5hr4kvCHj56QUbR2P-kzOFqWoRZ.jpg?r=a7c;2020;1 h 54 min;;13+;Après la découverte d'un tombeau resté intact depuis 4 400 ans, des archéologues égyptiens tentent de comprendre l'histoire qui se cache derrière ces précieux vestiges.;;False;James Tovell;;;Britannique,Films documentaires,Docus sciences et nature,Docus société et culture;Enquête;81211003,81018709,80096545,81273453,81343342,81243961,80221410,81183477,81111324,81467050,81457243,81650731,80049832,81035118,81346975,81230204,81466297,81026055,80237990,81447086,80095866,81328829,81554159,80211648,81410405,80989772
Documentaires;I AM A KILLER;80202283;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABe9t8gyR5B_Z6CGHbLQpRj85SMAWgNAk0Nvv5EUrzd-nKqBWTLw-ggCpiwzMpdjDSfjWzgrXbObXRB1r0MpowHndXVnEywfFv5WkAVQSEZ25-CpQSKVcpWYsp3Vhr9Lj0RVF.jpg?r=47f;2022;4 Saisons;Recommandé à 65 %;16+;Dans cette série documentaire, des meurtriers détenus dans le couloir de la mort font le récit de leurs crimes.;drogue, références à des violences sexuelles, références à des violences familiales;False;;;;Britannique,Séries documentaires,Documentaires inspirés de crimes réels;Sombre;81087537,81264650,81025701,81555750,81298614,81026055,81436777,81031682,81512108,81130130,80217818,81300060,81173345,81290894,81212487,81405883,81288561,81380540,81097791,80991050,81576846,81006619,81580822,80226612,81410405
Documentaires;Catching Killers;81264650;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABZ4geEQEuvtV9OkMpdhdcOzWAaVH8X9RpIFdjYObOjObEhCuTArrBDuufVyLbv2bCdS4jFTNHFy1hejlP4eVyVqBWUn2jQnDFTw81G9JPebAibXGEa6IwTSm6C2c1VDpgAMl.jpg?r=eb1;2022;2 Saisons;Recommandé à 63 %;16+;Dans cette série de crimes réels, les enquêteurs chargés de célèbres affaires de tueurs en série révèlent les détails poignants et glaçants de leur incroyable travail.;références à des violences sexuelles;True;;;;Séries policières,Séries documentaires,Séries US,Documentaires inspirés de crimes réels;Enquête,Suspense;81025701,81026055,81555750,81405883,81300060,81512108,80202283,80991050,81212487,81031682,81130130,81436777,81298614,80217818,81031373,81288561,81097791,81183727,81006684,81580822,81519789,81173345,81380540,81059887,81353946,80226612
Documentaires;L'Affaire Fourniret : Dans la tête de Monique Olivier;81313519;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABTGxsckwnUvvQPmuNVk7VB0MnA105Fr65LBmDxYhdevlH0RwxpMKYWrJSUiulYGU0j-tatmGnOExpMLnnt4wLeWHkSVrh6-81HggR740WaZy3EIyyAka1q7NoTjWlRdVu_cs.jpg?r=e8d;2023;Mini-série;;16+;De 1987 à 2003, les crimes de Michel Fourniret en font le meurtrier le plus tristement célèbre de France. Simple pion ou complice active, son épouse reste quant à elle une énigme…;références à des violences faites aux enfants, références à des violences sexuelles;False;Christophe Astruc,Michelle Fines;;;Français,Séries documentaires,Documentaires inspirés de crimes réels;Enquête;81168281,81519789,81493078,80222157,81300060,81097791,80194956,81264650,81307163,81212487,81244037,81555750,81130130,81436777,81288561,80217818,81380540,81087760,81396979,81231181,81292539,81026055,81298614,81353946,81512108,81580822
Documentaires;13 Novembre : Fluctuat Nec Mergitur;80190097;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABRw6_EQxQABvdS_br0iFKST2GDAZ3dNfUCEStVco_Lf6_fJMSj3Gr1WZ1FOPyty1RmDWUPUUmm7aSOTnKhJoszZv8gC9oZJpNaklsp2th-skvOqZBFTI5k8ii4Xw7TJlITmI.jpg?r=5de;2018;Mini-série;;16+;Survivants et premiers intervenants racontent la nuit du 13 novembre 2015 et les actes de bienveillance et de bravoure dont ils ont été témoins dans les rues de Paris.;;False;Gedeon Naudet,Jules Naudet;;;Français,Séries documentaires,Docus société et culture,Documentaires inspirés de crimes réels;Enquête,Émotion;81275696,81568624,81315804,81446276,80185048,81580822,81213109,81184731,80222157,81013210,81396979,81272421,81130130,80217818,81307163,81168281,81346975,81410405,81350804,81313519,81380540,81264650,81436777,81512108,81006684,81026055
Documentaires;Attentat de Boston : Le marathon et la traque;81580822;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABUxI3b10jF8hja5OgAZNiCNblCXowBR4t-acu_pBSRua9UrLD8ABkgpsnzzFV1qYVgrImW-Ip4fFrC2gn4nSX8qIuFxKZTNJj0lpoMsKdx88rFV9FGBhmRBNjifee7IhHccw.jpg?r=d8e;2023;3 Épisodes;;16+;Images d'archives, reconstitutions glaçantes et interviews exclusives apportent un éclairage nouveau sur la tragédie, et les deux frères, qui ont plongé une ville dans la terreur.;violence, images choquantes, thèmes difficiles;False;Floyd Russ;;;Documentaires historiques,Séries policières,Séries documentaires,Séries US,Documentaires inspirés de crimes réels;Enquête;81315804,81184731,81396979,80185048,80190097,81307163,81130130,81002216,81519789,81350804,81264650,81213109,81380540,81456532,81663413,81244037,80217818,81212487,81288561,81231181,81275696,81026055,81300060,81157840,80156688,81512108
Documentaires;Grégory;80222157;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABcCc5j14Q4R3IsVnC7ylDQhQVZMojGBEliU9YnmHiYN2fFusMfJULZwQkBdXpuKoGAJ6aGUm9J75oIOOEAfa64EAt6jC5xqX_rw3T_oCwlFk8BcPJ0m0_orVYfgDQGTUL6sB.jpg?r=9f9;2019;Mini-série;;16+;Lorsque son petit garçon de 4 ans est assassiné, un jeune couple se lance dans une bataille ardue et compliquée pour identifier le meurtrier.;automutilation;False;;;;Français,Séries documentaires,Documentaires inspirés de crimes réels;Enquête,Sombre;81094755,81168281,81313519,80190097,80220207,81306172,80194956,81006684,81130130,81026055,81212487,80217818,80213588,81264650,81512108,81519789,80187030,81353946,81436777,81040563,81580822,81307163,81300060,81097791,81298614,81380540
Documentaires;Emanuela Orlandi, la disparue du Vatican;81117191;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABcNBgTup8__92Vy0nGGQMzwOwM2rKVaQ2BMv-ymAz3pCHiBWbpA527JNdzvfFe_o9tg_YZ_IL87BucUrL_s0nPNh_33LVIkh3OMFL_YvCbB0xTkVHzHyVH_TsnPnY169TlZK.jpg?r=5bf;2022;Mini-série;;13+;Rome, 1983. La jeune Emanuela Orlandi, 15 ans, disparaît après une leçon de musique, précipitant le Vatican dans un mystère qui dure depuis des décennies.;;False;Mark Lewis;;;Britannique,Documentaires historiques,Séries policières,Séries documentaires,Documentaires inspirés de crimes réels;Enquête;81306172,81300060,80194956,81212487,81026055,81603422,81211003,81512108,81436777,81331076,81031373,81292539,81580822,81173345,81460514,81555750,81130130,81380540,80122179,80217818,81380539,81264650,81353946,81183727,81288561,81410405
Documentaires;Madoff : Le monstre de la finance;81466159;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABR0qXuM9XaB94wWCqLlkJa7_9gvN3ZtEZE1nlW5ECYSaTFTEHlmUZA01W_aQClUjq8KZmRElT25MpfS378hwmrM0tXqCyW9XWZQyElGP7Suo31hSlU6RJ7ZnFO8L7N8oyAiZ.jpg?r=afa;2023;Mini-série;;16+;Cette série documentaire retrace l'ascension et la chute de Bernie Madoff, le financier ayant orchestré l'une des plus importantes pyramides de Ponzi de l'histoire de Wall Street.;suicide;False;;;;Séries inspirées de livres,Séries documentaires,Séries US,Documentaires inspirés de crimes réels;Enquête;81227167,81424332,81404807,81349029,80118100,81436777,81345769,81380539,81312877,81512108,81463700,81254340,81384842,81576846,81380540,81406763,80224905,80218338,81396979,81092697,80202283,81508426,81569920,81519789,81213109,81512109
Documentaires;À l'aube de notre histoire;81211003;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABR7MV9wVkUvDaULjiWgc7rQsoeGBOEHXWAKiJ20bIA7FNu12hKkzQnesIH4zWiUNCC6OeW6b8Z4qGb8OEzfFz4Wc4bbfsrhzC8dGenMIECobOmXZE5mfHAc7r13fnxSn1bK1.jpg?r=17a;2022;8 Épisodes;Recommandé à 73 %;7+;Le journaliste Graham Hancock parcourt le monde pour découvrir des preuves de l'existence de mystérieuses civilisations perdues depuis la dernière période glaciaire.;;False;;Graham Hancock;;Séries documentaires,Docus société et culture,Séries US;Enquête;81064069,81018709,80221410,81243961,81035118,81346975,81273453,80096545,80989772,81554159,81026055,81343342,81471470,80237990,81410405,81307163,80049832,81116168,81328829,80229847,81183477,81098586,81447086,80990771,81457243,81014547
Documentaires;L'essor de l'Empire ottoman;80990771;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABe1-WuFvDEOBUDZ3lHVgeYcvswZ5sDjIhudd_SJwonrq8vpflcj6nWCClVjX3hpU00-nrdVVfNrCwNieSXYUSB7PDxb2EoJKvos1RZPI9tCartHKEMDx8lR91ULAc-D4nm-1.jpg?r=3f0;2022;2 Saisons;Recommandé à 64 %;16+;Le sultan ottoman Mehmed II mène une campagne épique pour s'emparer de la capitale byzantine de Constantinople et façonne le cours de l'Histoire pour les siècles à venir.;violence;False;;Charles Dance,Cem Yiğit Üzümoğlu,Daniel Nuță,Ali Gözüşirin,Nik Xhelilaj,Radu Andrei Micu,Tuba Büyüküstün,Tommaso Basili,Selim Bayraktar,Birkan Sokullu,Osman Sonant,Tolga Tekin,Damla Sönmez,Ushan Çakır,İlayda Akdoğan;;Turc,Documentaires historiques,Séries d'action et d'aventure,Documentaires sur l'armée,Séries documentaires;;80096545,80237990,80211648,81035118,70305883,81024039,81279312,81582615,81211003,80989772,80182016,81149450,80161728,80175352,81471290,81417796,80074249,80123615,80133543,80190859,70305899,80099656,70301870,70056440,81650731,81222923
Documentaires;La Reine Cléopâtre;81230204;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABWTa0T6NQZw3iDGP7sQl7agYO59c2bBgSbdvJqiaPJ3tSxzzr_7Tk7Y6S8oQLgKbwTMOO38KXjw_nNDTIX1NI3UiCLMVAgf72nI7mNTp_47VZgljK8TbkAIlS6sTuUFnr4gA.jpg?r=c22;2023;4 Épisodes;Recommandé à 62 %;13+;Dernière pharaonne d'Égypte, Cléopâtre lutte pour défendre son trône, sa famille et son œuvre. Un docu-fiction fondé sur des reconstitutions et des témoignages d'experts.;;False;;Jada Pinkett Smith,Adele James,Craig Russell,John Partridge,Kaysha Woollery,Andira Crichlow,Greg Lockett,Philip Walker;;Séries dramatiques,Documentaires historiques,Séries documentaires,Docus société et culture,Docu-fictions;;81064069,80096545,81476183,80175352,80211648,80210920,81222923,81211003,81590491,80232398,80217818,81380540,81140933,81231181,80182016,81324724,81216491,81508378,81288561,81495803,81221380,81557402,81397077,81311783,81669775
Documentaires;Roman Empire;80096545;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABYQj3jBWTfgm6LCleN0ZWCPI0dYl6ORZIfulLfnEPpgjfIX4seG4HbYMXuOhQNAFlN-V5dW4BQlLZnlimY7SI-HU-LB3esC_-vBMF0Sn97AFg7t2IpQq20Jvm2d4t_1DNare.jpg?r=67b;2019;3 Saisons;Recommandé à 58 %;16+;Entre documentaire et épopée historique, ce captivant récit retrace les règnes agités et violents de Commode, Jules César et Caligula.;violence;False;;Sean Bean,Aaron Jakubenko,Edwin Wright,Mike Edward,Genevieve Aitken,John Bach,Steve West,Ditch Davey,Tim Carlsen,Natalie Medlock,Ben Black,Stephen Lovatt,Ido Drent,Craig Walsh-Wrightson,Kelson Henderson,Colin Moy,Teressa Liane;;Séries dramatiques,Documentaires historiques,Séries documentaires,Docus société et culture,Séries US;;80990771,80237990,80211648,80175352,81035118,81024039,81211003,81064069,70305883,80989772,80182016,81582615,80989924,80161728,80074249,80123615,81650731,81230204,81488464,81149450,81507267,81397077,81476183,81467138,80190859,70301870
Documentaires;39-45 en couleur : Vers la victoire;81488464;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABZlB0UoC-KbyDXytGk-vvKiauqKBEWmulscvtRREeJyu_Ji4pJowbhqbQ-efPqfbMMHgFFsl0hMJ4GBOGWOD8KcMOl5EbkiK2DmLGqj5cp4RGL_Go249xmw8Rz9_NuqX6dBK.jpg?r=cbf;2021;10 Épisodes;;16+;Séquences historiques captivantes et commentaires de spécialistes jettent un éclairage approfondi sur les acteurs et les tournants décisifs de la Seconde Guerre mondiale.;violence, suicide, images choquantes;False;;;;Séries politiques,Britannique,Documentaires historiques,Documentaires politiques,Documentaires sur l'armée;;80989924,81316863,80138915,81467138,80208213,80134093,80106791,80989772,80169786,81466189,80096545,81469002,81211003,80237990,80208211,81227142,80208082,81471442,21477429,81035118,81471385,81243961,81422962,80211648,81580822,81315804
Documentaires;Les grandes dates de la Seconde Guerre mondiale en couleur;80989924;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABU1duBxeSRimtCI5qQ0iuusTjBH54M3gxfodlsHGtwPQJP1E4oLZMm2fFLt_x2DwSaNTP72wQqIv4m8Y6bH3-5oushkT9bkOnsQ.webp?r=62e;2019;10 Épisodes;;13+;De Pearl Harbor au débarquement, les événements les plus cruciaux de la Seconde Guerre mondiale prennent vie dans ce docu-série frappant présentant des images colorisées.;;False;;;;Séries politiques,Britannique,Documentaires historiques,Documentaires politiques,Documentaires sur l'armée;;81488464,81316863,80138915,81467138,80106791,80134093,80989772,80208213,80169786,81466189,81469002,80096545,81211003,80237990,21477429,80208082,81227142,80208211,81471442,81471385,81243961,80211648,81315804,81422962,81018709,81580822
Documentaires;Eh Pepsi ! Il est où mon avion ?;81446626;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABa_8CHM6infXTTQwN_TjhXpwnV6mSMUVHg7WQ9QxOXf25UPC1Zg8msK4GK1LWESSb-d1U90sJjMca_HUDD0Rvjc93H--JaIvezBgpC6q8QV349Wg9cJZbh1HGjf1LW5E1NOF.jpg?r=4c2;2022;4 Épisodes;;10+;Alors qu'il tente de remporter un avion de chasse lors d'un concours organisé par Pepsi, un jeune homme entame une folle bataille judiciaire qui restera dans les annales.;;False;Andrew Renzi;;;Séries judiciaires,Documentaires historiques,Séries documentaires,Séries US;Décalé;81424332,80221113,81380539,81211003,81387962,81227167,81512108,81331076,81460514,81251342,81026055,81555750,81243961,81512109,81410405,81466159,81380540,81231181,81288561,81346975,81436777,81280924,80164752,81272421,81349029,81130576
Documentaires;Les Secrets de la tombe de Saqqarah;81064069;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABY-StxfvB95TzYAtFB2gWxjPOHvL9FX84Qdf9FjVNschZHwE92Ux03_UZXC9UBzQ_ERhVp0_HQkN3IhyNK9FpPc_GkrymN1Zkltrk-R4g5hr4kvCHj56QUbR2P-kzOFqWoRZ.jpg?r=a7c;2020;1 h 54 min;;13+;Après la découverte d'un tombeau resté intact depuis 4 400 ans, des archéologues égyptiens tentent de comprendre l'histoire qui se cache derrière ces précieux vestiges.;;False;James Tovell;;;Britannique,Films documentaires,Docus sciences et nature,Docus société et culture;Enquête;81211003,81018709,80096545,81273453,81343342,81243961,80221410,81183477,81111324,81467050,81457243,81650731,80049832,81035118,81346975,81230204,81466297,81026055,80237990,81447086,80095866,81328829,81554159,80211648,81410405,80989772
